;Rooms;Price;Distance;Bathroom;Car;Landsize;Lattitude;Longtitude;Propertycount
11617;3;1830000.0;7.7;2.0;4.0;605.0;-37.83856;145.08602;8920.0
11618;3;920000.0;1.6;1.0;0.0;98.0;-37.79633;144.97269;6786.0
11619;3;1400000.0;3.5;2.0;0.0;107.0;-37.79213;144.97207;3106.0
11620;2;796000.0;10.1;1.0;2.0;0.0;-37.88415;145.0514;7822.0
11621;2;1630000.0;10.1;1.0;1.0;618.0;-37.89347;145.04772;7822.0
11622;3;1050000.0;10.1;1.0;2.0;184.0;-37.90017;145.05812;7822.0
11623;3;825000.0;31.2;2.0;1.0;355.0;-38.07196;145.13036;1989.0
11624;2;610000.0;7.8;1.0;1.0;816.0;-37.86068;145.01121;6923.0
11625;3;977500.0;11.7;3.0;3.0;209.0;-37.88923;145.0964;3582.0
11626;2;639000.0;27.0;1.0;2.0;278.0;-38.04602;145.1191;3906.0
11627;4;1138000.0;17.9;2.0;1.0;536.0;-37.96768;145.07966000000005;9758.0
11628;3;1050000.0;17.9;1.0;2.0;539.0;-37.97223;145.07895;9758.0
11629;2;640000.0;3.6;2.0;1.0;533.0;-37.79443;144.99944;2954.0
11630;3;1285000.0;6.7;1.0;2.0;579.0;-37.74482;144.97499;11204.0
11631;3;890000.0;6.7;2.0;2.0;190.0;-37.74978;144.97738;11204.0
11632;2;1080000.0;2.0;1.0;0.0;0.0;-37.79589;144.98863;4553.0
11633;6;1000000.0;20.6;3.0;2.0;752.0;-37.57186;144.93495;15510.0
11634;3;607500.0;20.6;2.0;2.0;654.0;-37.6038;144.9226;15510.0
11635;3;500000.0;20.6;2.0;2.0;448.0;-37.58242;144.93001;15510.0
11636;3;515000.0;20.6;2.0;2.0;490.0;-37.58025;144.92088;15510.0
11637;3;510000.0;20.6;2.0;2.0;350.0;-37.56883;144.90887;15510.0
11638;4;592500.0;20.6;2.0;2.0;448.0;-37.57635;144.91151000000005;15510.0
11639;4;595000.0;20.6;2.0;2.0;420.0;-37.59386;144.90008999999995;15510.0
11640;3;1005000.0;23.0;1.0;1.0;1018.0;-37.79327;145.28351999999995;11925.0
11641;3;669000.0;24.7;1.0;1.0;713.0;-37.98997;145.2254;10894.0
11642;3;880000.0;24.7;2.0;10.0;734.0;-37.96969;145.21043;10894.0
11643;3;560000.0;24.7;1.0;2.0;630.0;-37.96543;145.20338999999996;8322.0
11644;5;895000.0;24.7;2.0;4.0;779.0;-37.94465;145.21236000000005;8322.0
11645;2;710000.0;7.9;1.0;2.0;1533.0;-37.81143;145.07108;892.0
11646;3;572000.0;14.8;3.0;6.0;585.0;-37.75907;144.75923999999995;6388.0
11647;4;505000.0;18.0;2.0;2.0;344.0;-37.719;144.76699;2898.0
11648;3;550000.0;18.0;2.0;2.0;668.0;-37.72589;144.77991;2898.0
11649;5;1530000.0;12.4;3.0;2.0;851.0;-37.78109;145.13745;9028.0
11650;3;816000.0;14.3;1.0;2.0;0.0;-37.78738;145.16033000000004;10999.0
11651;4;1385000.0;14.3;3.0;2.0;417.0;-37.79223;145.14606;10999.0
11652;3;900000.0;16.1;1.0;2.0;726.0;-37.80279;145.19974;4790.0
11653;2;472500.0;28.8;1.0;2.0;590.0;-37.99715;145.23526;3533.0
11654;1;895000.0;1.3;1.0;1.0;0.0;-37.81177;144.97617;3040.0
11655;2;724000.0;27.0;1.0;2.0;224.0;-38.0371;145.11717;2546.0
11656;3;1975000.0;7.2;2.0;2.0;458.0;-37.88148;145.00538999999995;4898.0
11657;3;1200000.0;7.2;1.0;2.0;1405.0;-37.88065;145.01112;4898.0
11658;3;751000.0;18.0;2.0;2.0;247.0;-37.70318;145.16467;6990.0
11659;2;635000.0;7.2;1.0;1.0;371.0;-37.87872;144.98894;8989.0
11660;2;630000.0;7.2;1.0;1.0;637.0;-37.88374;144.98518;8989.0
11661;2;730000.0;7.2;2.0;1.0;0.0;-37.88678;144.98855;8989.0
11662;4;600000.0;19.6;2.0;2.0;500.0;-37.62756;145.03364;10926.0
11663;3;410000.0;19.6;1.0;1.0;216.0;-37.64151;145.02265;10926.0
11664;3;545000.0;19.6;1.0;2.0;400.0;-37.62894;145.00977;10926.0
11665;3;1620000.0;7.5;1.0;1.0;393.0;-37.75769;144.91051000000004;9264.0
11666;1;326000.0;7.5;1.0;1.0;0.0;-37.75547;144.91326999999995;9264.0
11667;3;1535000.0;8.2;1.0;2.0;811.0;-37.7384;144.90485;1308.0
11668;2;830000.0;13.1;1.0;1.0;779.0;-37.71532;144.96508;5070.0
11669;3;740000.0;24.8;1.0;2.0;968.0;-37.88523;145.28553;10788.0
11670;2;505000.0;3.4;1.0;1.0;0.0;-37.78257;144.93106;3593.0
11671;2;430000.0;5.1;1.0;1.0;1909.0;-37.79919;144.89607;7570.0
11672;3;900000.0;5.1;1.0;3.0;312.0;-37.79334;144.89128;7570.0
11673;4;1000000.0;5.1;2.0;1.0;180.0;-37.79686;144.908;7570.0
11674;4;891000.0;5.1;1.0;3.0;446.0;-37.79221;144.89076;7570.0
11675;3;742000.0;15.4;1.0;1.0;404.0;-37.83792;145.16573;4385.0
11676;3;1011000.0;15.4;1.0;1.0;590.0;-37.84308;145.168;4385.0
11677;4;600500.0;38.0;2.0;2.0;580.0;-38.13805;145.16668;17055.0
11678;3;665000.0;38.0;1.0;1.0;642.0;-38.16762;145.13545;7566.0
11679;3;645000.0;12.9;1.0;1.0;556.0;-37.69584;144.89379;3285.0
11680;3;627000.0;12.9;1.0;2.0;573.0;-37.69148;144.89873;3285.0
11681;2;580000.0;7.3;1.0;1.0;200.0;-37.85743;145.0468;10412.0
11682;2;519500.0;7.3;1.0;1.0;1101.0;-37.85724;145.04681000000005;10412.0
11683;2;656000.0;16.7;1.0;1.0;345.0;-37.89919;145.14856;15321.0
11684;2;730000.0;16.7;1.0;1.0;235.0;-37.89017;145.1652;15321.0
11685;5;1182000.0;16.7;2.0;3.0;650.0;-37.90383;145.17166;15321.0
11686;4;1500000.0;16.7;2.0;2.0;248.0;-37.88425;145.17031;15321.0
11687;3;1800000.0;16.7;1.0;1.0;729.0;-37.86954;145.16429;15321.0
11688;5;1832000.0;16.7;2.0;2.0;803.0;-37.87942;145.17668;15321.0
11689;3;1000000.0;16.7;2.0;2.0;365.0;-37.88599;145.17031;15321.0
11690;2;493000.0;11.2;1.0;2.0;201.0;-37.70691;144.90934;8870.0
11691;3;940000.0;11.2;2.0;5.0;627.0;-37.70198;144.92166;8870.0
11692;2;435000.0;11.2;1.0;1.0;144.0;-37.70628;144.92379;8870.0
11693;3;725000.0;16.1;2.0;2.0;672.0;-37.68989000000001;145.10698;8524.0
11694;3;476500.0;20.4;1.0;1.0;321.0;-37.63995;144.89022;4864.0
11695;4;741000.0;11.2;1.0;2.0;652.0;-37.70542;144.95127;2606.0
11696;3;550000.0;11.2;1.0;2.0;325.0;-37.70325;144.94756999999996;2606.0
11697;3;1930000.0;13.8;2.0;2.0;720.0;-37.94229;145.01306;5454.0
11698;3;1405000.0;13.8;2.0;2.0;220.0;-37.93487;145.00093;5454.0
11699;2;500000.0;5.3;1.0;1.0;2338.0;-37.83032;145.03898999999996;11308.0
11700;2;520000.0;6.2;1.0;1.0;0.0;-37.84139;145.05045;6482.0
11701;4;1270500.0;21.3;2.0;3.0;801.0;-37.82734;145.24487;3794.0
11702;3;751000.0;21.3;1.0;2.0;693.0;-37.82536;145.24893;3794.0
11703;3;1515000.0;8.9;1.0;3.0;827.0;-37.74776;145.06217;2890.0
11704;2;735000.0;8.8;1.0;4.0;600.0;-37.74798;145.03765;2674.0
11705;4;590000.0;8.8;2.0;2.0;409.0;-37.74033;145.03696000000005;2674.0
11706;3;1460000.0;16.0;2.0;2.0;725.0;-37.95008;145.03203;4794.0
11707;4;1535000.0;16.0;2.0;2.0;719.0;-37.94999;145.03122;4794.0
11708;4;700000.0;18.0;2.0;4.0;788.0;-37.68974;144.75225;5556.0
11709;3;520000.0;18.4;1.0;0.0;609.0;-37.86991;144.68607;13830.0
11710;4;650000.0;18.4;2.0;2.0;680.0;-37.86821;144.69566;13830.0
11711;4;576000.0;18.4;2.0;1.0;570.0;-37.87185;144.68931;13830.0
11712;2;472000.0;12.3;1.0;1.0;0.0;-37.89369;145.08354;3145.0
11713;2;880000.0;7.8;1.0;2.0;229.0;-37.7651;145.03452;5549.0
11714;4;985000.0;7.8;3.0;2.0;181.0;-37.76758;145.03883000000005;5549.0
11715;3;528000.0;14.0;1.0;3.0;588.0;-37.68306;144.90928;851.0
11716;4;590000.0;14.0;2.0;2.0;617.0;-37.7364;144.82556;1202.0
11717;3;918000.0;11.7;2.0;2.0;669.0;-37.73936;144.85873999999995;5629.0
11718;3;777000.0;11.7;2.0;1.0;300.0;-37.73421;144.86831999999995;5629.0
11719;4;880000.0;11.7;1.0;1.0;534.0;-37.74807;144.86927;5629.0
11720;2;591000.0;5.4;1.0;2.0;0.0;-37.79413;145.02382;10331.0
11721;3;565000.0;14.0;2.0;3.0;543.0;-37.72765;144.78107;2878.0
11722;4;362000.0;31.7;2.0;2.0;685.0;-37.67277;144.59643;3553.0
11723;3;330000.0;31.7;1.0;1.0;654.0;-37.67195;144.5788;3553.0
11724;3;798000.0;16.3;1.0;2.0;806.0;-37.66871;145.01;8279.0
11725;3;560000.0;16.3;1.0;2.0;535.0;-37.6615;145.02761;8279.0
11726;3;447000.0;41.0;1.0;2.0;230.0;-38.16404;145.18781;8743.0
11727;4;900000.0;41.0;2.0;6.0;2026.0;-38.15575;145.19516000000004;8743.0
11728;3;681000.0;6.4;1.0;2.0;523.0;-37.78242;144.86955;3873.0
11729;3;1005000.0;6.4;1.0;5.0;653.0;-37.78639;144.88214;3873.0
11730;2;468000.0;6.4;1.0;2.0;312.0;-37.78353;144.87233;3873.0
11731;2;650000.0;6.4;1.0;2.0;249.0;-37.78891;144.87114;3873.0
11732;3;1638000.0;8.4;1.0;1.0;697.0;-37.88354;145.07536000000005;8801.0
11733;3;640000.0;4.3;2.0;2.0;91.0;-37.77449;144.88011;4918.0
11734;2;410000.0;4.3;1.0;2.0;0.0;-37.77117;144.88041;4918.0
11735;3;420000.0;17.4;1.0;1.0;658.0;-37.64821;144.92526999999995;4704.0
11736;3;375000.0;29.8;1.0;2.0;584.0;-37.71211;144.57703999999995;4718.0
11737;3;326000.0;29.8;1.0;1.0;611.0;-37.69467;144.57827;4718.0
11738;3;400000.0;29.8;2.0;2.0;800.0;-37.71691;144.57108;4718.0
11739;3;412250.0;29.8;1.0;2.0;592.0;-37.70056;144.57125;4718.0
11740;3;371500.0;31.7;2.0;0.0;582.0;-37.6773;144.565;6065.0
11741;3;725000.0;17.9;2.0;2.0;602.0;-37.66916;145.06912;10529.0
11742;3;1101000.0;17.2;1.0;2.0;774.0;-37.80588;145.1981;6871.0
11743;4;926000.0;17.2;3.0;2.0;374.0;-37.81521;145.18726999999996;6871.0
11744;1;362000.0;6.2;1.0;1.0;0.0;-37.77149;144.91552;6232.0
11745;1;309000.0;21.5;1.0;1.0;57.0;-38.00331;145.09425;3650.0
11746;3;1267000.0;14.2;2.0;4.0;714.0;-37.89289;145.11501;13366.0
11747;2;611000.0;14.2;1.0;1.0;161.0;-37.8837;145.11526;13366.0
11748;4;1750000.0;14.2;2.0;2.0;766.0;-37.88043;145.13062;13366.0
11749;3;755000.0;18.8;2.0;2.0;197.0;-37.92285;145.18549;7113.0
11750;3;862000.0;18.8;2.0;2.0;246.0;-37.92829;145.19647;7113.0
11751;3;815500.0;18.8;2.0;2.0;434.0;-37.93228;145.15827;7113.0
11752;3;1100000.0;6.2;2.0;3.0;449.0;-37.84769;144.87667;5498.0
11753;4;1130000.0;10.4;2.0;2.0;650.0;-37.73435;144.8768;2291.0
11754;4;1006000.0;10.4;2.0;1.0;270.0;-37.74266;144.88577;2291.0
11755;2;445000.0;22.7;1.0;3.0;197.0;-37.96903;145.18999;11806.0
11756;3;650000.0;22.7;1.0;1.0;603.0;-37.96318;145.18962;11806.0
11757;2;465000.0;1.8;1.0;1.0;0.0;-37.79831;144.94261;6821.0
11758;3;1290000.0;5.3;2.0;1.0;196.0;-37.77651;144.99074;11364.0
11759;3;1335000.0;5.3;1.0;1.0;390.0;-37.76588;144.99731;11364.0
11760;1;352500.0;5.3;1.0;1.0;1279.0;-37.7662;144.99907;11364.0
11761;3;1875000.0;5.3;1.0;2.0;771.0;-37.76631;145.01699;11364.0
11762;4;1390000.0;15.5;2.0;2.0;558.0;-37.91917;145.08807;3692.0
11763;4;643500.0;47.3;2.0;2.0;600.0;-38.07583;145.43698;17384.0
11764;2;541000.0;8.5;1.0;1.0;133.0;-37.72136;144.92932;7485.0
11765;2;510000.0;8.5;1.0;1.0;129.0;-37.71865;144.95018000000005;7485.0
11766;2;550000.0;8.5;1.0;1.0;164.0;-37.72219000000001;144.92559;7485.0
11767;2;580000.0;8.5;1.0;1.0;103.0;-37.72773;144.92628;7485.0
11768;2;706000.0;8.5;1.0;1.0;205.0;-37.72998;144.94138;7485.0
11769;2;559000.0;3.5;1.0;1.0;712.0;-37.83529;144.93749;8648.0
11770;2;570000.0;4.6;2.0;1.0;0.0;-37.85973;145.00925;7717.0
11771;1;250000.0;8.4;1.0;1.0;631.0;-37.74495;144.99322;14577.0
11772;1;392000.0;8.4;1.0;1.0;629.0;-37.74144;144.99326000000005;14577.0
11773;1;505000.0;8.4;1.0;1.0;102.0;-37.74679;145.01394;14577.0
11774;3;980000.0;8.4;1.0;3.0;397.0;-37.73724;145.00984;14577.0
11775;2;495000.0;12.0;1.0;1.0;134.0;-37.7216;145.0178;21650.0
11776;2;320000.0;12.0;1.0;1.0;89.0;-37.71766;145.00132;21650.0
11777;2;617500.0;12.0;2.0;1.0;0.0;-37.73012;145.02652;21650.0
11778;5;1282500.0;12.0;2.0;2.0;499.0;-37.72556;144.99021000000005;21650.0
11779;4;760500.0;12.0;1.0;2.0;846.0;-37.70559;144.9902;21650.0
11780;2;419000.0;2.4;1.0;1.0;3512.0;-37.81828;144.99788999999996;14949.0
11781;3;1590000.0;2.4;2.0;1.0;83.0;-37.82458;144.99767;14949.0
11782;2;592000.0;2.4;2.0;2.0;2044.0;-37.817;144.99553999999995;14949.0
11783;2;1667500.0;2.4;2.0;2.0;92.0;-37.82324000000001;144.99174;14949.0
11784;2;685000.0;2.4;2.0;1.0;0.0;-37.813;144.99303;14949.0
11785;3;882500.0;19.9;2.0;2.0;918.0;-37.794;145.24636;7785.0
11786;3;910000.0;19.9;2.0;2.0;651.0;-37.79638;145.24268;7785.0
11787;3;777000.0;21.3;2.0;2.0;502.0;-37.82268;145.25058;4407.0
11788;3;510000.0;20.6;2.0;2.0;523.0;-37.63528;144.93117;5833.0
11789;3;1651000.0;15.2;2.0;1.0;390.0;-37.95035;145.01571;4497.0
11790;2;770000.0;15.2;1.0;1.0;208.0;-37.95265;145.02045;4497.0
11791;4;1040000.0;22.2;2.0;2.0;1134.0;-37.89496;145.23404;2206.0
11792;4;1120000.0;22.2;2.0;2.0;960.0;-37.88992;145.22123;2206.0
11793;3;886000.0;5.1;2.0;2.0;0.0;-37.80618;144.89057;2417.0
11794;3;601000.0;20.5;2.0;2.0;454.0;-37.63556;145.06679;7969.0
11795;4;810000.0;20.5;2.0;2.0;639.0;-37.63947;145.08562;7969.0
11796;5;945000.0;20.5;3.0;4.0;700.0;-37.62166;145.06747;7969.0
11797;3;500000.0;20.5;2.0;2.0;330.0;-37.64027;145.08745;7969.0
11798;2;747500.0;2.7;1.0;1.0;0.0;-37.83564000000001;144.97728999999995;14887.0
11799;1;420000.0;2.7;1.0;1.0;0.0;-37.83547;144.98844;14887.0
11800;2;460000.0;2.7;2.0;0.0;0.0;-37.83863;144.99379;14887.0
11801;2;1340000.0;2.7;2.0;2.0;0.0;-37.84018;145.00265;14887.0
11802;2;580000.0;20.8;2.0;2.0;155.0;-37.94302;145.15478000000004;7412.0
11803;3;700000.0;22.2;1.0;2.0;638.0;-37.98031;145.15497;4054.0
11804;3;627000.0;14.0;1.0;3.0;581.0;-37.73348;144.79564;14042.0
11805;1;360000.0;5.0;1.0;1.0;0.0;-37.87223;144.98046000000005;13240.0
11806;2;530000.0;5.0;1.0;0.0;0.0;-37.86756;144.98303;13240.0
11807;2;533000.0;5.0;1.0;1.0;463.0;-37.86761;144.98337;13240.0
11808;3;1180000.0;5.0;2.0;1.0;128.0;-37.86545;144.98126000000005;13240.0
11809;4;1220000.0;8.2;1.0;2.0;750.0;-37.73051;144.91731;3284.0
11810;3;500000.0;31.7;1.0;3.0;678.0;-37.56935;144.7241;14092.0
11811;3;438000.0;31.7;1.0;4.0;606.0;-37.57532;144.71058;14092.0
11812;3;910000.0;10.5;1.0;3.0;703.0;-37.79337;144.8418;3755.0
11813;4;650000.0;10.5;2.0;1.0;283.0;-37.76508;144.83629;4217.0
11814;3;595000.0;10.5;1.0;0.0;557.0;-37.76812;144.82528;4217.0
11815;3;710000.0;10.5;1.0;2.0;697.0;-37.78666;144.8109;6763.0
11816;3;615000.0;10.5;2.0;1.0;358.0;-37.79573;144.79311;6763.0
11817;4;859000.0;10.5;2.0;2.0;699.0;-37.78945;144.80062;6763.0
11818;3;2225000.0;10.2;1.0;2.0;829.0;-37.83273;145.08812;5457.0
11819;2;1950000.0;10.2;1.0;1.0;858.0;-37.82559000000001;145.11236;5457.0
11820;4;2550000.0;10.2;2.0;2.0;861.0;-37.82611;145.0911;5457.0
11821;2;830000.0;10.2;1.0;1.0;180.0;-37.82794000000001;145.09332;5457.0
11822;4;740000.0;18.0;2.0;2.0;1017.0;-37.69106;144.75853999999995;3640.0
11823;3;620000.0;18.0;2.0;2.0;360.0;-37.70686;144.76989;3640.0
11824;4;463500.0;18.4;2.0;2.0;371.0;-37.867;144.65618;10160.0
11825;3;530000.0;18.4;2.0;2.0;400.0;-37.83353;144.67324;10160.0
11826;3;446000.0;18.4;2.0;2.0;326.0;-37.85037;144.66179;10160.0
11827;3;520000.0;18.0;2.0;2.0;389.0;-37.71364000000001;144.76031;4242.0
11828;3;530000.0;18.0;2.0;1.0;343.0;-37.7117;144.75204;4242.0
11829;5;725500.0;18.0;3.0;2.0;450.0;-37.71152;144.75283000000005;4242.0
11830;4;688000.0;15.5;2.0;1.0;645.0;-37.70841;144.79699;5336.0
11831;3;630000.0;15.5;2.0;1.0;655.0;-37.70894000000001;144.80205;5336.0
11832;4;800000.0;15.5;3.0;6.0;876.0;-37.6899;144.78346000000005;5336.0
11833;3;760000.0;15.5;3.0;2.0;654.0;-37.69394000000001;144.7795;5336.0
11834;3;502000.0;15.5;2.0;2.0;198.0;-37.69503;144.77868999999995;5336.0
11835;4;1275000.0;15.5;2.0;2.0;812.0;-37.7584;145.16128;6202.0
11836;5;1300000.0;15.5;3.0;3.0;767.0;-37.76084;145.12675;6202.0
11837;4;1215000.0;12.4;2.0;4.0;729.0;-37.76846;145.11183;5420.0
11838;4;1320000.0;12.4;2.0;2.0;774.0;-37.76941;145.12123;5420.0
11839;2;731000.0;12.4;1.0;1.0;217.0;-37.75671;145.11401;5420.0
11840;3;651000.0;15.3;1.0;2.0;526.0;-37.68164;144.99768999999995;7955.0
11841;3;631000.0;15.3;1.0;2.0;584.0;-37.6819;145.02293999999995;7955.0
11842;3;715500.0;15.3;1.0;2.0;685.0;-37.68107;145.03393;7955.0
11843;3;1110000.0;7.0;1.0;0.0;396.0;-37.75358;144.98533999999995;8870.0
11844;2;735000.0;4.1;1.0;1.0;0.0;-37.83241;145.00705;7217.0
11845;2;920000.0;4.1;2.0;1.0;0.0;-37.84139;145.00678;7217.0
11846;1;350000.0;4.1;1.0;1.0;0.0;-37.84157;145.00468999999995;7217.0
11847;3;822000.0;12.9;1.0;1.0;778.0;-37.70321;144.87972;3296.0
11848;3;988000.0;17.2;1.0;1.0;653.0;-37.84034000000001;145.2022;4181.0
11849;3;855000.0;14.7;1.0;2.0;730.0;-37.86288;145.25077;7082.0
11850;3;630000.0;14.7;1.0;2.0;169.0;-37.87345;145.22973000000005;7082.0
11851;3;830000.0;14.5;1.0;1.0;598.0;-37.717;145.08891;2329.0
11852;3;710000.0;14.5;1.0;2.0;600.0;-37.69872;145.08743;1442.0
11853;3;850000.0;14.5;1.0;2.0;766.0;-37.69821;145.08995;1442.0
11854;3;383000.0;14.7;1.0;2.0;548.0;-37.8889;144.65743999999995;16166.0
11855;4;463000.0;14.7;2.0;2.0;358.0;-37.91807;144.63816;16166.0
11856;3;471500.0;14.7;1.0;2.0;530.0;-37.89415;144.64143;16166.0
11857;3;412500.0;14.7;1.0;1.0;583.0;-37.88702;144.66101;16166.0
11858;3;452000.0;14.7;1.0;3.0;567.0;-37.88666;144.66149;16166.0
11859;4;665000.0;14.7;2.0;2.0;520.0;-37.91859;144.64143;16166.0
11860;3;485000.0;14.7;1.0;1.0;633.0;-37.89444;144.65591;16166.0
11861;4;510000.0;14.7;2.0;1.0;531.0;-37.89556;144.64268;16166.0
11862;3;850000.0;6.4;1.0;2.0;269.0;-37.79638;144.87911;5058.0
11863;3;915000.0;6.4;1.0;2.0;447.0;-37.792;144.86856;5058.0
11864;5;1591000.0;16.7;3.0;3.0;923.0;-37.90213;145.18444;7392.0
11865;5;1490000.0;16.7;3.0;4.0;677.0;-37.90893;145.18489;7392.0
11866;4;1440000.0;6.8;2.0;0.0;240.0;-37.85414;144.89561;6380.0
11867;3;400000.0;25.5;2.0;1.0;213.0;-37.60983;145.03874;2940.0
11868;3;620000.0;31.4;2.0;1.0;863.0;-37.65391;145.37389;1160.0
11869;2;900000.0;6.3;1.0;3.0;463.0;-37.82333;144.87955;6543.0
11870;4;1407000.0;6.3;2.0;2.0;446.0;-37.81845;144.87464;6543.0
11871;2;1044000.0;6.3;1.0;0.0;197.0;-37.81736;144.89133;6543.0
11872;3;780000.0;10.4;2.0;1.0;195.0;-37.7325;144.88272;3464.0
11873;3;555000.0;14.0;1.0;3.0;566.0;-37.74306;144.76679;1899.0
11874;3;613000.0;10.5;1.0;2.0;465.0;-37.78141;144.82461999999995;2185.0
11875;2;340000.0;10.5;1.0;1.0;100.0;-37.77956;144.82519;2185.0
11876;3;580000.0;10.5;2.0;2.0;175.0;-37.77856;144.82443;2185.0
11877;3;627000.0;12.8;1.0;2.0;697.0;-37.77713;144.79746;1281.0
11878;1;380000.0;6.3;1.0;1.0;0.0;-37.85889;145.01989;4836.0
11879;2;631500.0;6.3;1.0;1.0;0.0;-37.85749000000001;145.01735;4836.0
11880;3;1185000.0;4.3;2.0;2.0;271.0;-37.7783;144.90876;6567.0
11881;4;1540000.0;10.2;2.0;3.0;668.0;-37.86096;145.10026000000005;2894.0
11882;4;1510000.0;21.5;2.0;4.0;387.0;-38.02848;145.10181;2824.0
11883;5;3812000.0;7.9;4.0;2.0;729.0;-37.806;145.09511;5682.0
11884;4;1450000.0;7.9;3.0;2.0;232.0;-37.80345;145.07969;5682.0
11885;3;1600000.0;9.7;2.0;2.0;314.0;-37.79386;145.06746;7809.0
11886;2;950000.0;9.7;1.0;1.0;327.0;-37.78245;145.09273000000005;7809.0
11887;4;1755000.0;9.7;2.0;2.0;605.0;-37.79466;145.06564;7809.0
11888;3;606000.0;23.2;1.0;1.0;424.0;-37.84291;145.25545;5030.0
11889;3;537000.0;39.0;1.0;1.0;460.0;-38.04668;145.36938999999995;2332.0
11890;3;900000.0;17.3;2.0;2.0;243.0;-37.98214;145.05175;5366.0
11891;3;1500000.0;17.3;2.0;2.0;594.0;-37.97383;145.04525;5366.0
11892;3;1435000.0;11.4;3.0;2.0;307.0;-37.91648;145.04927;6795.0
11893;2;592000.0;13.8;1.0;1.0;121.0;-37.91051;145.07138999999995;10969.0
11894;3;900000.0;13.8;2.0;2.0;264.0;-37.91155;145.076;10969.0
11895;4;1780000.0;13.8;2.0;2.0;577.0;-37.9145;145.05899;10969.0
11896;3;1260000.0;13.8;2.0;2.0;669.0;-37.91289;145.08065;10969.0
11897;3;620000.0;35.2;1.0;2.0;792.0;-38.03517;145.33886;17093.0
11898;2;600000.0;17.3;1.0;1.0;0.0;-37.97853;145.0175;2866.0
11899;3;1215000.0;17.3;2.0;2.0;314.0;-37.97287;145.01648;2866.0
11900;2;615000.0;13.4;1.0;1.0;3316.0;-37.8321;145.14444;4387.0
11901;3;790000.0;25.0;1.0;2.0;868.0;-37.85981;145.25475;9704.0
11902;4;770000.0;25.0;2.0;2.0;723.0;-37.8476;145.29493;9704.0
11903;4;1831000.0;10.9;1.0;1.0;662.0;-37.81995;145.13089;4605.0
11904;3;800000.0;8.6;1.0;2.0;591.0;-37.78062;144.84803;3589.0
11905;2;845000.0;10.5;1.0;1.0;100.0;-37.89569;144.99881000000005;10579.0
11906;1;495000.0;10.5;1.0;1.0;0.0;-37.91814;144.99297;10579.0
11907;2;760000.0;10.5;1.0;1.0;138.0;-37.92545;145.00277;10579.0
11908;3;1240000.0;10.5;2.0;2.0;206.0;-37.92894;145.00341;10579.0
11909;3;586000.0;14.0;1.0;1.0;677.0;-37.69265;144.92653;4294.0
11910;4;706000.0;14.0;1.0;4.0;752.0;-37.67641;144.91435;4294.0
11911;3;550000.0;14.0;2.0;1.0;602.0;-37.68983;144.93499;4294.0
11912;4;456000.0;29.8;2.0;2.0;576.0;-37.69104;144.54532;3122.0
11913;2;555000.0;6.4;2.0;1.0;207.0;-37.82001;144.84245;962.0
11914;2;650000.0;5.2;1.0;1.0;108.0;-37.75715;144.96823999999995;11918.0
11915;4;1080000.0;5.2;2.0;0.0;256.0;-37.76861;144.96848;11918.0
11916;2;620000.0;4.0;1.0;1.0;123.0;-37.7784;144.97404;5533.0
11917;2;683000.0;4.0;1.0;1.0;0.0;-37.77818;144.97412;5533.0
11918;2;501000.0;4.0;1.0;1.0;71.0;-37.77169;144.97557;5533.0
11919;2;615000.0;4.0;1.0;1.0;0.0;-37.77887;144.97797;5533.0
11920;2;1220000.0;4.0;1.0;1.0;459.0;-37.76695;144.98203999999996;5533.0
11921;2;1150000.0;5.2;1.0;1.0;539.0;-37.77279;144.94069;7082.0
11922;2;400000.0;5.2;2.0;1.0;0.0;-37.75201;144.9336;7082.0
11923;3;1750500.0;10.4;1.0;2.0;719.0;-37.85156;145.13054;5678.0
11924;3;835000.0;14.7;2.0;2.0;347.0;-37.85377;145.15511999999995;4048.0
11925;3;640000.0;14.8;2.0;2.0;316.0;-37.76048;144.78847;2674.0
11926;3;1280000.0;7.7;2.0;2.0;186.0;-37.84143;145.08705;8920.0
11927;5;2400000.0;7.7;2.0;0.0;633.0;-37.84115;145.0743;8920.0
11928;2;682000.0;7.7;1.0;1.0;1106.0;-37.83473;145.05698;8920.0
11929;4;2500000.0;7.7;2.0;3.0;947.0;-37.84403;145.09545;8920.0
11930;3;682000.0;7.7;1.0;2.0;2863.0;-37.83227;145.06325;8920.0
11931;2;600800.0;7.7;1.0;1.0;1625.0;-37.84237;145.09257;8920.0
11932;3;920000.0;1.6;1.0;0.0;98.0;-37.79633;144.97269;6786.0
11933;2;1690000.0;3.5;1.0;1.0;173.0;-37.78829;144.97476;3106.0
11934;2;680000.0;10.1;1.0;1.0;145.0;-37.88866;145.06305;7822.0
11935;1;316000.0;10.1;1.0;1.0;1978.0;-37.88506;145.06411;7822.0
11936;3;1151000.0;10.1;2.0;1.0;259.0;-37.89178;145.0539;7822.0
11937;3;518000.0;14.8;2.0;2.0;308.0;-37.73868;144.7325;7719.0
11938;3;625000.0;31.2;2.0;1.0;379.0;-38.07912;145.12965;1989.0
11939;3;480000.0;34.9;1.0;0.0;528.0;-38.09798;145.18737;8060.0
11940;5;1050000.0;11.7;2.0;2.0;276.0;-37.87883;145.09741;3582.0
11941;3;750000.0;27.0;1.0;2.0;463.0;-38.05635;145.11836;3906.0
